"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Slovak Republic","SVK","Urban population","SP.URB.TOTL","1361347","1423197","1471245","1519388","1569094","1619143","1669066","1718790","1768232","1818423","1863258","1914539","1979489","2047898","2119100","2192168","2266922","2343045","2419732","2497145","2571477","2623925","2667930","2711169","2753815","2796439","2837965","2878046","2917651","2956110","2993564","3011210","3008952","3017265","3025916","3031513","3034659","3037037","3037825","3037635","3030239","3020933","3011770","3001728","2993058","2985293","2977317","2970070","2964549","2960369","2948302","2937261","2928907","2920255","2912903","2907049","2903739","2903162",
"Slovenia","SVN","Urban population","SP.URB.TOTL","446954","464004","480036","497639","516254","535928","557347","578934","599472","618383","638279","660081","684387","709382","732814","760012","791790","822198","852339","882958","913487","933056","937974","946935","954871","962666","977870","992898","998815","1002567","1006674","1009852","1008910","1007047","1006439","1007194","1007101","1006304","1004646","1005900","1009419","1011568","1012762","1011537","1010348","1010259","1011642","1015458","1015186","1022547","1025111","1025354","1025617","1025115","1024701","1024543","1024818","1025686",
"Sweden","SWE","Urban population","SP.URB.TOTL","5425627","5511783","5616067","5720204","5834351","5959398","6083367","6194186","6291760","6397326","6517403","6605244","6651027","6688293","6733350","6777603","6808217","6838299","6864113","6885080","6904971","6914338","6918294","6921426","6927719","6939171","6955328","6978575","7010722","7057653","7112392","7170001","7225787","7281393","7346937","7399093","7418835","7425561","7432163","7440437","7454878","7478923","7508835","7542470","7577769","7613645","7666670","7738188","7813274","7894625","7976659","8051674","8126023","8209668","8306173","8409171","8530281","8669536",
"Swaziland","SWZ","Urban population","SP.URB.TOTL","13663","15496","17551","19861","22474","25427","28713","31793","35223","39027","43258","47961","53192","58971","65362","72404","80179","86660","93233","100234","107678","115489","123737","132645","142557","153737","166438","174993","182920","190518","197323","203118","208062","212452","216796","221443","226552","231732","235459","238581","240805","241999","242399","242445","242729","243712","245505","247985","251133","254719","258515","262512","266781","271291","276050","281055","286281","291731",
"Sint Maarten (Dutch part)","SXM","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31240","31084","30519","30600","30777","31472","32488","33011","33441","33811","33964","34238","34056","33435","34640","36607","37685","38824","39969","41109",
"Seychelles","SYC","Urban population","SP.URB.TOTL","11540","12316","13118","13949","14819","15733","16693","17693","18736","19818","20940","22062","23421","24621","25937","27432","28905","30449","30700","30955","31229","31603","31779","31731","31910","32160","32351","33744","33860","34062","34238","34714","34902","35675","36688","37291","37913","38443","39297","40183","40663","40828","42242","41921","41931","42303","43385","43811","45021","45431","46967","46004","46726","47881","48931","50341","51328","52274",
"Syrian Arab Republic","SYR","Urban population","SP.URB.TOTL","1683373","1765942","1854806","1948106","2046280","2149577","2258339","2372750","2493121","2619593","2752642","2874816","2997366","3125158","3257984","3395668","3537997","3685168","3838754","4000336","4171386","4352356","4533108","4718567","4908137","5099736","5292945","5488087","5685507","5885955","6090036","6297270","6507431","6721723","6941927","7187665","7447436","7716370","7989892","8260780","8524943","8771436","9002248","9238624","9511772","9839391","10243217","10705573","11160294","11514083","11702656","11697606","11529324","11262487","10994729","10801844","10700905","10681844",
"Turks and Caicos Islands","TCA","Urban population","SP.URB.TOTL","2730","2767","2787","2796","2801","2802","2800","2799","2803","2828","2879","2964","3072","3202","3342","3475","3594","3708","3826","3968","4155","4507","4900","5330","5774","6221","6650","7075","7512","8011","8588","9220","9946","10729","11515","12255","12921","13535","14174","14952","15957","17230","18700","20275","21821","23207","24403","25431","26325","27151","27965","28770","29541","30288","30988","31656","32283","32892",
"Chad","TCD","Urban population","SP.URB.TOTL","200957","213062","225945","239626","255727","278203","302416","328505","356794","387597","421486","458794","499778","542457","588088","636330","687166","740747","797759","821900","847677","875102","904328","935734","969903","1007055","1047710","1091731","1138870","1188341","1239682","1292932","1348229","1403423","1451945","1503265","1557278","1613896","1673750","1737360","1805079","1877275","1953547","2032918","2113682","2194709","2275451","2356432","2438427","2523021","2613164","2709402","2811519","2919203","3031548","3148055","3268876","3394517",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Urban population","SP.URB.TOTL","146664928","150606748","156741649","165071479","173618788","177163189","181621555","186278484","191120270","196280767","201666873","207519866","213311711","220008246","227463642","232481512","238697293","244757497","253995453","266742686","280156083","294402534","309622990","323794105","338230182","353301221","369244930","386097829","403600080","421504580","439820309","459152924","478823304","498836943","519417187","540451514","562001744","584008324","606364163","628880045","651809389","676743052","703234010","730063539","757287120","784912248","812252439","839469869","867047165","894862436","922991894","951429318","979801350","1007977724","1035946155","1063567103","1091029026","1118238484",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Urban population","SP.URB.TOTL","138537581","142942870","147358762","151876682","156465353","161069083","165313383","169638475","173977354","178299332","182568517","186809021","191133296","195497689","199909171","204297011","208750918","213174769","217606188","221757877","225686823","230048309","234479354","238948898","243637741","248298893","252778362","257174707","261494606","265080361","267443990","269032243","270259568","271243110","271772160","272217375","272451431","272846024","273206662","273517820","273466494","273574356","273700603","274176745","274809940","275493699","276249943","277132092","278249609","279790040","281382238","283130165","285090254","287226390","289378277","291635982","293897072","296102208",
"Togo","TGO","Urban population","SP.URB.TOTL","159600","174769","191015","209045","230147","255440","286062","322364","363861","408976","450183","472147","492872","512679","532384","552643","573429","594659","617270","642423","671041","703572","740164","780104","821769","864060","906940","950578","994630","1038672","1082648","1126053","1169151","1213299","1260543","1312339","1369567","1431830","1498036","1566424","1635599","1705082","1775470","1847364","1921834","1999658","2081114","2166016","2254416","2345946","2440753","2538795","2640420","2745271","2853180","2964051","3077767","3194325",
"Thailand","THA","Urban population","SP.URB.TOTL","5389572","5583030","5784218","5993408","6210236","6434888","6666679","6905677","7151627","7404684","7704889","8140439","8595982","9068848","9557359","10057938","10571204","11095119","11631125","12179518","12695002","13074811","13453985","13835833","14224401","14621051","15030328","15448930","15868017","16273759","16648929","16944479","17214288","17470946","17732347","18011734","18315522","18637623","18968883","19295747","19763152","20697331","21643274","22598106","23567209","24547636","25542409","26547089","27562588","28587985","29625643","30654627","31670926","32669830","33643263","34585579","35492255","36362748",
"Tajikistan","TJK","Urban population","SP.URB.TOTL","692229","724602","759424","796337","834877","874565","915356","957338","1000445","1044551","1080496","1105675","1130540","1155329","1180068","1205003","1230092","1255490","1281456","1309151","1339127","1370201","1402140","1435469","1470752","1508134","1548022","1589688","1630862","1659833","1672723","1679082","1679893","1676668","1671063","1664676","1657643","1650086","1642717","1636343","1646424","1673967","1704059","1736296","1773331","1811764","1851647","1892950","1935835","1980297","2026255","2073806","2124128","2177015","2232184","2289500","2348916","2410368",
"Turkmenistan","TKM","Urban population","SP.URB.TOTL","744104","772084","801130","831015","861411","892152","923050","954179","985654","1017793","1048854","1078316","1108345","1138841","1169763","1200986","1232635","1264696","1296997","1327124","1354344","1381270","1408002","1434987","1462667","1491470","1521171","1551591","1583328","1619378","1660548","1704754","1751186","1797596","1840848","1884860","1930077","1970297","2006587","2040531","2073491","2105730","2137289","2168970","2201755","2236963","2274987","2315994","2360578","2409275","2462311","2520130","2582453","2648258","2716066","2784701","2853696","2923144",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Urban population","SP.URB.TOTL","103100175","107747918","112607823","117653128","122875209","128130965","133528584","139070144","144765485","150611280","156612508","162762721","169048427","175424812","181933345","188599241","195408985","202371711","209485354","216744395","224145813","231591636","239120010","246734465","254444395","262229451","270043421","277893467","285804066","293779268","301820310","309877686","317950020","326042817","334161975","342263014","350271996","358338811","366376484","374312660","382196377","389556572","396731321","403852733","411005169","418202590","425465009","432776619","440122723","447467191","454795981","462101551","469365003","476573425","483712529","490765356","497723244","504583090",
"Timor-Leste","TLS","Urban population","SP.URB.TOTL","50450","52121","54458","56918","59511","62239","65063","67976","71044","74358","77976","82045","86504","90895","94565","97041","97954","97488","96400","95870","96848","99779","104512","110613","117257","123805","130015","136064","142230","148995","156718","164843","173491","182286","190175","196372","200348","202433","203848","206408","211478","219732","230762","243509","256251","270109","282436","293549","304059","315048","327407","341392","356652","372898","389689","406668","423749","441031",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Urban population","SP.URB.TOTL","33150006","34761246","36433658","38177788","40008251","41960503","43951121","45933611","48018107","50170235","52383890","54624991","56946914","59348284","61813386","64388352","67069382","69788623","72614689","75591540","78766931","82138731","85682724","89383408","93218433","97124311","101129698","105095023","108933969","112694096","116395184","120012823","123701095","127390731","131076846","134676454","138288800","141962438","145735288","149542549","153348771","157145547","160953756","164799536","168718821","172774681","176956422","181184834","185502017","189947866","194525862","199247372","204118499","209075619","214049203","218990316","223871121","228704878",
"Tonga","TON","Urban population","SP.URB.TOTL","10812","11429","12133","12905","13704","14500","15285","15887","16322","16706","17032","17289","17483","17639","17791","17967","18178","18514","18930","19323","19675","19974","20229","20459","20685","20921","21179","21339","21434","21522","21604","21675","21743","21807","21881","21967","22066","22176","22297","22430","22571","22721","22881","23049","23221","23396","23576","23774","23981","24176","24357","24516","24661","24815","24998","25221","25496","25815",
"South Asia (IDA & IBRD)","TSA","Urban population","SP.URB.TOTL","95696821","98482084","101711524","105077582","108609375","112274399","116085271","120049050","124173986","128474916","132968346","137838349","143446881","149302175","155526790","162227217","169244856","176594733","184300613","192383073","200838348","209107975","216494157","224121082","231978169","240043346","248321752","256806633","265506686","274415791","283520628","292670139","301673311","310843113","320180098","329667448","339323231","349124960","359076379","369190719","379467388","390437082","402529504","414824829","427305184","439921228","452673611","465575911","478639361","491858273","505268102","518882405","532762164","546904833","561324177","576017177","590973832","606213394",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Urban population","SP.URB.TOTL","33473030","34978616","36563621","38264012","40075868","41992095","43977919","46071187","48283397","50626882","53052931","55688095","58482888","61413219","64477416","67724403","71174947","74762050","78528865","82255775","86060015","90191388","94509312","99073883","103954167","109178268","114672519","120354887","126256533","132376877","138853757","145136089","151571445","158155247","164626849","171193301","177880385","184776226","191808860","199096678","206679404","214967244","223645236","232716291","242187857","252123802","262499476","273358786","284845372","296837452","309371843","322433862","336035018","350148039","364758772","379848467","395415830","411465544",
"Trinidad and Tobago","TTO","Urban population","SP.URB.TOTL","147203","144619","141622","138286","134678","130904","126956","122896","118865","115055","112346","112603","113071","113696","114372","115027","115633","116204","116786","117430","117897","116860","115882","114858","113709","112374","110839","109114","107260","105355","104277","107518","110817","114149","117467","120756","123999","127215","130458","133813","136651","134834","133138","131538","129983","128422","126861","125309","123750","122236","120751","119290","117993","116839","115809","114860","114002","113227",
"Tunisia","TUN","Urban population","SP.URB.TOTL","1566559","1607538","1652015","1699968","1751298","1805590","1865978","1944133","2026350","2111834","2200362","2291761","2386374","2484247","2585973","2689900","2785901","2885281","2989612","3100869","3220318","3348696","3485498","3628473","3778593","3942025","4105358","4268509","4432733","4599578","4770577","4945894","5124253","5302734","5470510","5602725","5726710","5842761","5951656","6054487","6152395","6245039","6333095","6419541","6504328","6576514","6654610","6738347","6827316","6919895","7015332","7113330","7215030","7319835","7426857","7535540","7645536","7756393",
"Turkey","TUR","Urban population","SP.URB.TOTL","8657905","9025020","9398918","9785801","10186257","10601117","11084941","11613794","12164205","12737046","13334592","13911375","14488541","15085598","15701103","16333821","16914559","17474294","18048164","18640045","19252658","20329788","21630537","22977479","24362096","25769739","27034294","28238856","29455629","30682086","31923263","32891157","33738104","34589934","35453749","36333494","37230423","38142741","39068789","40002789","40942287","41937574","42963798","43992658","45015877","46026966","47021792","48004725","48999495","50038018","51145977","52327728","53566518","54847293","56148395","57448912","58749346","60044419",
"Tuvalu","TUV","Urban population","SP.URB.TOTL","970","1027","1087","1150","1215","1281","1347","1412","1478","1543","1613","1682","1753","1827","1904","1978","2057","2137","2221","2307","2401","2501","2613","2728","2842","2963","3105","3242","3380","3520","3661","3801","3894","3951","4003","4058","4108","4155","4206","4262","4335","4416","4513","4655","4816","4983","5142","5300","5456","5615","5771","5931","6093","6255","6412","6569","6727","6882",
"Tanzania","TZA","Urban population","SP.URB.TOTL","528509","559541","592636","627777","665038","704517","746292","790637","870061","964069","1068306","1184203","1312559","1454157","1610103","1781164","1968806","2173667","2397905","2560919","2719334","2886940","3065089","3253365","3452356","3661410","3881163","4111940","4356633","4578236","4807792","5054588","5317625","5592427","5873136","6154842","6435980","6718378","7006325","7306494","7624779","7962433","8320222","8771267","9265294","9791550","10352972","10950894","11586014","12255418","12960158","13699468","14476048","15290226","16141097","17030377","17958712","18925488",
"Uganda","UGA","Urban population","SP.URB.TOTL","299835","323496","349411","377741","408457","441513","477415","516042","557486","601265","629486","654863","680408","706360","733463","762231","792933","825558","859900","895854","945482","1012953","1085452","1163377","1248062","1340459","1441346","1551021","1669674","1796635","1931533","2045425","2129787","2216481","2305503","2396780","2490401","2586521","2686595","2792061","2904425","3024095","3151232","3323576","3516354","3719561","3934080","4160306","4398748","4650004","4914981","5193860","5487772","5797169","6122464","6463726","6822281","7198405",
"Ukraine","UKR","Urban population","SP.URB.TOTL","19962473","20539872","21128369","21720462","22307575","22924717","23525932","24111725","24688197","25262835","25818142","26350427","26888456","27426232","27958605","28469885","28968286","29454273","29931076","30388565","30827259","31287683","31693551","32110163","32533314","32933625","33344880","33766182","34209429","34541910","34641542","34734234","34854630","34894325","34741407","34487999","34203211","33912723","33630036","33333798","33019123","32707281","32432088","32238838","32075858","31932581","31801166","31694727","31605915","31547432","31506749","31480533","31492204","31512466","31455854","31470101","31464998","31444575",
"Upper middle income","UMC","Urban population","SP.URB.TOTL","316616896","327496953","340824180","356575931","372773136","384072737","396048414","408226014","420753905","433724689","447059599","460927396","474615368","489210567","504722438","520075486","534986413","549837706","568041857","589706309","611775933","634752023","658919926","682066619","705702544","729970302","754956299","780642618","806714300","832562948","857819775","883822219","909557192","935326741","961487885","988076458","1014935125","1042206085","1069764102","1097270260","1124874942","1154634070","1185671647","1217246734","1249284176","1281751311","1314006720","1346184148","1378919492","1412328148","1446153588","1480561670","1515216365","1549809168","1584120539","1617836966","1651106319","1683810502",
"Uruguay","URY","Urban population","SP.URB.TOTL","2037039","2069233","2100842","2131793","2162004","2191413","2220207","2248174","2274149","2296522","2314379","2327046","2335333","2341481","2348693","2359996","2381288","2406111","2433527","2461880","2489899","2517351","2544759","2571986","2599112","2626203","2653916","2681713","2709554","2737859","2767051","2797046","2827602","2858433","2889290","2919802","2950353","2981427","3010660","3036068","3056475","3071016","3080486","3087122","3094002","3103428","3116291","3131976","3149708","3168018","3185920","3203207","3220246","3237025","3253766","3270647","3287648","3304688",
"United States","USA","Urban population","SP.URB.TOTL","126462473","129276215","131988693","134615404","137215986","139663053","142008703","144288757","146463196","148629124","150922373","152865492","154531732","156034954","157488501","159070594","160611122","162256678","164005080","165847531","167551171","169552427","171528659","173459636","175321738","177239105","179244877","181215212","183232441","185333919","187966119","191509147","195199459","198806845","202278113","205718394","209146726","212694273","216206090","219721677","223069137","225792302","228400290","230876596","233532722","236200507","238999326","241795278","244607104","247276259","249858829","252244880","254673663","257025919","259508488","262023085","264507246","266959438",
"Uzbekistan","UZB","Urban population","SP.URB.TOTL","2904947","3025732","3152643","3286486","3428592","3579624","3740593","3910629","4086165","4262087","4446076","4639469","4830875","5023222","5221768","5430215","5649962","5880071","6119319","6329949","6500546","6671424","6843296","7016955","7193614","7374062","7558006","7744589","7934073","8095143","8239277","8344763","8468923","8588318","8682276","8758554","8844080","8953936","9066746","9132428","9226398","9306248","9382680","9453894","9524806","9597009","9675098","9780489","9912282","10061517","10337018","10612941","10773010","10953180","11158278","11381845","11617795","11860193",
"St. Vincent and the Grenadines","VCT","Urban population","SP.URB.TOTL","21001","21681","22342","22989","23633","24288","24953","25628","26315","27022","27753","28513","29299","30108","30931","31767","32613","33465","34324","35188","36051","36911","37767","38619","39474","40330","41193","42059","42913","43736","44517","45227","45692","46115","46518","46903","47273","47630","47983","48355","48755","49186","49650","50136","50624","51102","51571","52030","52477","52909","53329","53730","54112","54494","54897","55330","55807","56319",
"Venezuela, RB","VEN","Urban population","SP.URB.TOTL","5019517","5320284","5620087","5932627","6255179","6584705","6921334","7264884","7614458","7968210","8326038","8686424","9039747","9392427","9753705","10125758","10509894","10905098","11311052","11726343","12150080","12581068","13010545","13444596","13888790","14343477","14809321","15284931","15767751","16253829","16740451","17221474","17699805","18177480","18655984","19135506","19616121","20096611","20578019","21060425","21544842","22030253","22470946","22888469","23305386","23720857","24135265","24547819","24958030","25364960","25767895","26166349","26560301","26950748","27339021","27724954","28109254","28490925",
"British Virgin Islands","VGB","Urban population","SP.URB.TOTL","982","1029","1080","1135","1195","1259","1327","1400","1476","1552","1631","1712","1795","1878","1959","2040","2117","2193","2275","2373","2502","2720","2974","3265","3595","3955","4358","4792","5262","5744","6225","6661","6869","7059","7246","7447","7662","7892","8131","8378","8624","8866","9112","9373","9667","10002","10390","10821","11278","11728","12154","12541","12901","13238","13573","13908","14258","14606",
"Virgin Islands (U.S.)","VIR","Urban population","SP.URB.TOTL","18355","19847","20734","24120","25276","27526","29839","32344","37397","41232","44174","50208","54905","61467","66711","71094","73363","72044","75091","76204","79855","80915","81947","83005","84015","84921","85733","86498","87230","87965","91160","92529","93936","95290","96515","97507","98277","99010","99649","100159","100587","100749","100953","101183","101374","101582","101718","101896","102154","102355","102500","102617","102691","102711","102709","102685","102628","102522",
"Vietnam","VNM","Urban population","SP.URB.TOTL","4802582","5060452","5330609","5613369","5908497","6216993","6538935","6874013","7221218","7578084","7943534","8183628","8423010","8662886","8905602","9152354","9403764","9659708","9922435","10195285","10465078","10741161","11028833","11326210","11631159","11941868","12257689","12576950","12900764","13278047","13815855","14369624","14937394","15525755","16115668","16684397","17244196","17794129","18339149","18908644","19568803","20233862","20907922","21590520","22287690","23000295","23731187","24481969","25256248","26057714","26888566","27751296","28644302","29562000","30494475","31433497","32376667","33323676",
"Vanuatu","VUT","Urban population","SP.URB.TOTL","6627","6954","7300","7661","8034","8416","8804","9201","9615","10052","10524","11032","11574","12150","12753","13378","14031","14706","15401","16175","17044","17929","18832","19762","20729","21743","22807","23921","25101","26334","27443","28645","29939","31282","32625","33923","35157","36340","37526","38775","40109","41555","43126","44809","46563","48362","50207","52100","54048","56048","58103","60211","62366","64571","66827","69135","71497","73906",
"World","WLD","Urban population","SP.URB.TOTL","1014077927","1043476628","1075203413","1109894571","1145443664","1176318746","1207796727","1239821359","1272041425","1306306934","1340597794","1375729397","1411810157","1448727469","1487963815","1525088271","1562482800","1600450263","1642501196","1688720258","1736092522","1785492565","1834926480","1883645890","1933292495","1984280739","2037159533","2091094496","2147003484","2202646654","2259921669","2316567345","2371348765","2428167917","2484794967","2543331331","2600711662","2658910738","2717593483","2776788194","2836683893","2901009594","2968935798","3037996958","3108498215","3180277256","3252784992","3326298856","3401736152","3477763099","3554412929","3630694601","3709014398","3788046220","3867718172","3947657558","4027939176","4108098219",
"Samoa","WSM","Urban population","SP.URB.TOTL","20562","21287","22070","22885","23710","24525","25330","26292","27287","28240","29141","29976","30572","31017","31414","31779","32113","32355","32546","32736","32936","33152","33369","33577","33768","33927","34046","34135","34221","34344","34528","34784","35197","35694","36181","36628","37025","37376","37703","38028","38374","38744","38744","38549","38361","38177","37995","37824","37667","37520","37386","37265","37156","37083","37035","37004","36986","36990",
"Kosovo","XKX","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Urban population","SP.URB.TOTL","470664","497591","526135","556370","588370","622268","658271","696651","737290","779616","823777","856749","890678","926917","967526","1013948","1067260","1127286","1193823","1265762","1342643","1424421","1511985","1605284","1704328","1809354","1924572","2053761","2193613","2349018","2523659","2720854","2939357","3172942","3412376","3640187","3853032","4060067","4265279","4475208","4695154","4926165","5167774","5419996","5682846","5955876","6239607","6534617","6841503","7160137","7490903","7833948","8188903","8555280","8930838","9314623","9706057","10104893",
"South Africa","ZAF","Urban population","SP.URB.TOTL","8138211","8385621","8631458","8886439","9150112","9422339","9702787","9991697","10290191","10599780","10919313","11240988","11573961","11915521","12261915","12610526","12959556","13309900","13664894","14029453","14411508","14836268","15275381","15723388","16171347","16653249","17212444","17769785","18334902","18923392","19545370","20200630","20875876","21569049","22259855","22932158","23580029","24207383","24817322","25418106","26015296","26610150","27227214","27848775","28462586","29065824","29656760","30239614","30829033","31442368","32094946","32793266","33533029","34297147","35067853","35829267","36575303","37309680",
"Zambia","ZMB","Urban population","SP.URB.TOTL","552487","595111","641150","692846","760165","832839","911290","995787","1087208","1186232","1266829","1348908","1436892","1530527","1629833","1734414","1844398","1959813","2081307","2209423","2344797","2428785","2509987","2592639","2675627","2758089","2840010","2921482","3002484","3083016","3163300","3212589","3255309","3297925","3342446","3390221","3441885","3496981","3553822","3610318","3665076","3783898","3933177","4086900","4246423","4412535","4585714","4766132","4955003","5153673","5363425","5585080","5819264","6065375","6322121","6588682","6865351","7152184",
"Zimbabwe","ZWE","Urban population","SP.URB.TOTL","472468","496270","523204","561146","601709","644773","690528","739175","791074","845606","898591","955456","1016386","1080922","1148663","1215307","1284118","1355385","1430794","1512619","1602697","1701543","1809079","1932155","2063525","2200562","2343238","2491436","2643488","2797468","2951881","3105552","3258168","3374241","3483496","3592172","3701048","3809730","3917525","4023161","4125987","4225519","4323307","4356041","4381920","4413845","4452539","4497911","4550222","4609702","4676094","4749752","4830153","4915898","5008948","5108108","5212852","5323786",
